epoch,phase,loss,mae,rmse,corr_overall,corr_p1,corr_p2,pre_corr,flop_corr,turn_corr,river_corr
16,valid,0.3066188698750186,0.6616103344080393,0.8743073502103221,0.263168123763877,-0.038752272725105286,-0.06317746639251709,0.6385100615577529,nan,0.36505718535575327,nan
17,train,0.3128656247028507,0.628186081510669,0.86376487834019,0.4008411659639459,0.10947183519601822,0.49627867341041565,0.35806527030324814,nan,0.4235133616714137,nan
17,valid,0.306618073950274,0.6616116903381855,0.8743071295351956,0.2631680787958185,-0.03874000161886215,-0.06317473948001862,0.6385127490265764,nan,0.36505820594171157,nan
18,train,0.315001635884709,0.638159249285545,0.8934253629289801,0.3989679520682747,0.13400238752365112,0.5319827795028687,0.4139964055460325,nan,0.39169848208569075,nan
18,valid,0.30661728256355136,0.6616129605730001,0.8743068880866098,0.2631681027218884,-0.038726918399333954,-0.06317190080881119,0.6385154401438344,nan,0.3650592404468833,nan
19,train,0.3128458353622037,0.5868168136868803,0.8159334412142121,0.4247087582039497,0.15756335854530334,0.5812646746635437,0.4222156367180184,nan,0.4257839137196351,nan
19,valid,0.3066164987944394,0.6616141112070704,0.8743066137660205,0.2631682092081509,-0.038713905960321426,-0.0631689578294754,0.6385181515140682,nan,0.36506028712850136,nan
20,train,0.3031834647396624,0.5920791283123981,0.8492608622760707,0.42327937389669423,0.11529642343521118,0.5894441604614258,0.4141939592173301,nan,0.42656829461662615,nan
20,valid,0.306615724060961,0.6616151344945298,0.8743063021048662,0.26316839911815726,-0.03870125859975815,-0.06316591054201126,0.6385208854711677,nan,0.3650613430529533,nan
21,train,0.29065151941769346,0.6089451608182134,0.8677961479165068,0.41641431591580363,0.08861563354730606,0.5819136500358582,0.38407164568462526,nan,0.4336948922258003,nan
21,valid,0.30661495740729766,0.6616160345512642,0.8743059515211842,0.26316866887883245,-0.03868966922163963,-0.06316276639699936,0.6385236400068939,nan,0.3650624081576136,nan
22,train,0.29089569941240967,0.5992030926985759,0.8576688523256528,0.43618630123884605,0.09219474345445633,0.6106401681900024,0.45747869838495864,nan,0.42974296835063847,nan
22,valid,0.30661419661612965,0.6616168269485129,0.8743055642279781,0.263169011319591,-0.03867911919951439,-0.0631595253944397,0.6385264092995515,nan,0.3650634840519247,nan
23,train,0.28472404319069,0.5952898647025567,0.8569431004220444,0.4220281914648823,0.12503933906555176,0.5718727707862854,0.41759006496355994,nan,0.4238663707714039,nan
23,valid,0.30661343846197436,0.6616175348959664,0.8743051429852521,0.26316941514610315,-0.03866945952177048,-0.06315616518259048,0.6385291843283986,nan,0.365064570163975,nan
24,train,0.27565415444796537,0.5509365719330532,0.8168687762465543,0.4451764382829484,0.09780348837375641,0.6179943084716797,0.42054894068207976,nan,0.45710919192287075,nan
24,valid,0.30661268017500654,0.6616181809339893,0.8743046916701613,0.26316987149778553,-0.038661692291498184,-0.06315268576145172,0.6385319574391412,nan,0.3650656676477134,nan
25,train,0.27858474697595437,0.549025472981023,0.8187849267182387,0.4355985616291225,0.1027674451470375,0.6134834885597229,0.41355947059815074,nan,0.4455841847431026,nan
25,valid,0.3066119202364628,0.6616187853668508,0.8743042172914265,0.2631703687859156,-0.03865638002753258,-0.063149094581604,0.6385347229865073,nan,0.36506677489768713,nan
26,train,0.28140391713205337,0.5439796790050441,0.7942864760640985,0.424592801797605,0.17123475670814514,0.5905381441116333,0.41343391787665346,nan,0.43026454095633226,nan
26,valid,0.3066111576622785,0.6616193674694707,0.874303727418754,0.2631708957612284,-0.038653332740068436,-0.06314541399478912,0.6385374770634638,nan,0.3650678896759436,nan
27,train,0.27844841421478234,0.5702710902321012,0.8326824590161322,0.4334996471500946,0.13796213269233704,0.5998599529266357,0.41385767162823006,nan,0.4439817681051687,nan
27,valid,0.306610391773263,0.6616199401638818,0.8743032277830256,0.26317144429820716,-0.03865165263414383,-0.06314165145158768,0.6385402165909183,nan,0.3650690094834956,nan
28,train,0.2775673739243951,0.5448785656340197,0.800850363401786,0.43403683753050953,0.18348896503448486,0.5867025256156921,0.4413337903024222,nan,0.43108938041501305,nan
28,valid,0.3066096215753515,0.661620513864502,0.8743027216058065,0.26317200789272116,-0.03865109011530876,-0.06313779205083847,0.6385429391442936,nan,0.36507013333771116,nan
29,train,0.27437293890938125,0.5172954407253963,0.7905959566661375,0.4494444551202502,0.12139662355184555,0.6044928431510925,0.4864064731731022,nan,0.43477207932791967,nan
29,valid,0.3066088460944779,0.6616210943314204,0.8743022102382272,0.2631725833707373,-0.03865181654691696,-0.0631338506937027,0.6385456444839726,nan,0.365071260854297,nan
30,train,0.2689159910462061,0.5684131996723727,0.8509580220744792,0.43287989678710415,0.11148934811353683,0.5811977982521057,0.3990509817565691,nan,0.44865167296504055,nan
30,valid,0.3066080645744291,0.6616216865995224,0.8743016941898051,0.2631731680616547,-0.03865307942032814,-0.06312981247901917,0.6385483321027465,nan,0.3650723911416378,nan
31,train,0.26784198415261473,0.5128875593046123,0.7983348784397326,0.47299971347997466,0.09415462613105774,0.6366083025932312,0.48494131185468775,nan,0.4677727705654762,nan
31,valid,0.30660727643898833,0.6616222934984084,0.874301172688659,0.2631737602451813,-0.03865503519773483,-0.06312569230794907,0.6385510016116415,nan,0.36507352478564364,nan
32,train,0.26878667586044047,0.5030234210543039,0.7872253775251002,0.4594863944820281,0.1348201185464859,0.6146039962768555,0.47318188681335066,nan,0.45395931867838507,nan
32,valid,0.30660648118928,0.6616229149381446,0.8743006440014043,0.2631743587658119,-0.03865721821784973,-0.0631214827299118,0.6385536543020662,nan,0.36507466218747736,nan
33,train,0.2680853633902122,0.533876359157558,0.8272256870175009,0.4542815272401697,0.1417248249053955,0.6073664426803589,0.4577507572845598,nan,0.45285982185357465,nan
33,valid,0.30660567864042354,0.6616235493869664,0.874300106324995,0.26317496399615775,-0.03865905478596687,-0.06311717629432678,0.6385562915467295,nan,0.3650758037838015,nan
34,train,0.26744509871235184,0.4932591809494761,0.7637576562556948,0.4679474733826258,0.17714226245880127,0.6162765622138977,0.4756450530769841,nan,0.4649851847890072,nan
34,valid,0.3066048684111816,0.6616241955992549,0.8742995573886426,0.2631755763484252,-0.03866078704595566,-0.0631127804517746,0.6385589152980677,nan,0.3650769500673527,nan
35,train,0.2688625907786055,0.5136949176547879,0.8050675712447843,0.4464756601830278,0.17025934159755707,0.5855377912521362,0.4772782291362587,nan,0.4321529433263837,nan
35,valid,0.3066040509462442,0.6616248525819071,0.8742989966313218,0.26317619411231585,-0.03866247832775116,-0.06310829520225525,0.638561526080025,nan,0.3650780997260981,nan
36,train,0.26954912688310034,0.5120701887993016,0.79817705362535,0.436104838973847,0.20469923317432404,0.5777106881141663,0.4547550859905974,nan,0.4304451629445863,nan
36,valid,0.30660322613045576,0.6616255197952269,0.8742984223093262,0.2631768184449646,-0.03866371139883995,-0.06310371309518814,0.6385641239767087,nan,0.36507925260098983,nan
37,train,0.2685597096269541,0.5228375141097789,0.8200468014967834,0.4630055456795404,0.12463407218456268,0.6133675575256348,0.47333898400009944,nan,0.45816709999784255,nan
37,valid,0.30660239414028645,0.6616261947725295,0.8742978336122211,0.26317745063754117,-0.03866468742489815,-0.06309905648231506,0.6385667098899481,nan,0.36508040851268286,nan
38,train,0.2680912150477835,0.5069555749372229,0.7903110298804032,0.4545965685520796,0.19131556153297424,0.6007723808288574,0.4382046043227312,nan,0.4614343812115792,nan
38,valid,0.30660155525946775,0.6616268730980646,0.8742972304624163,0.26317809190408137,-0.03866540640592575,-0.06309428066015244,0.6385692865946154,nan,0.3650815676877564,nan
39,train,0.2697201743489266,0.5103978714423107,0.8092762449167076,0.44712441147701754,0.14698319137096405,0.5843073129653931,0.5001235197843378,nan,0.42770574992721966,nan
39,valid,0.3066007099902676,0.6616275524775752,0.8742966136154171,0.2631787422177243,-0.03866574913263321,-0.06308941543102264,0.6385718525284857,nan,0.36508272817099857,nan
40,train,0.268543029180606,0.5004694302669902,0.7863007182048475,0.4636516359673638,0.19236387312412262,0.603859543800354,0.4738344880866892,nan,0.4601368673789783,nan
40,valid,0.3065998584020113,0.6616282305111109,0.8742959832370163,0.263179404355698,-0.03866569325327873,-0.06308446824550629,0.6385744113212543,nan,0.3650838915100737,nan
41,train,0.26675372349532345,0.5115295148646644,0.8127940994817898,0.4875050476536421,0.1068311259150505,0.6553797125816345,0.44579542128505895,nan,0.5072058382461057,nan
41,valid,0.3065990016095904,0.6616289091153023,0.8742953416285969,0.2631800764781173,-0.038665805011987686,-0.06307944655418396,0.638576966039412,nan,0.3650850564463535,nan
42,train,0.2697207498738283,0.5695015476924497,0.8810489849959151,0.4504951076600188,0.11060492694377899,0.5798874497413635,0.4877196611778824,nan,0.4367044352647855,nan
42,valid,0.30659813991356016,0.6616295871283308,0.8742946885110554,0.2631807614443762,-0.03866583853960037,-0.06307435035705566,0.6385795203042928,nan,0.36508622442318683,nan
43,train,0.26296902657656673,0.49718710685397116,0.8038767105745014,0.46920552097401413,0.12758125364780426,0.6163182854652405,0.47001209424150747,nan,0.46927481446238156,nan
43,valid,0.30659726873162724,0.6616302505646765,0.8742940147978415,0.2631814801750004,-0.03866546228528023,-0.06306907534599304,0.638582084943915,nan,0.3650873940228707,nan
44,train,0.2646458135101074,0.5126301354888265,0.8147132455439436,0.4540124059340999,0.15632419288158417,0.5984990000724792,0.4895333893810689,nan,0.4371674879364481,nan
44,valid,0.306596390275914,0.6616308979126649,0.8742933263831134,0.26318222572167627,-0.03866487368941307,-0.06306368112564087,0.6385846467654367,nan,0.36508856370432047,nan
45,train,0.2608698924783347,0.4991199120994485,0.8024804305109844,0.4723598122842299,0.1520409882068634,0.6229012608528137,0.45884176907594443,nan,0.4780276401202439,nan
45,valid,0.306595506376107,0.6616315356702198,0.8742926263542682,0.26318299045339466,-0.038664281368255615,-0.06305817514657974,0.6385872035789089,nan,0.3650897332538181,nan
46,train,0.26589862571565476,0.5060521595100476,0.8062987377164691,0.4560962788429425,0.16560804843902588,0.5907099843025208,0.44177888219364597,nan,0.46104004745756966,nan
46,valid,0.30659461721350456,0.6616321645373278,0.8742919150023866,0.26318377264237053,-0.03866356611251831,-0.06305256485939026,0.6385897571318792,nan,0.36509090246966974,nan
47,train,0.26667788227518563,0.5031295559198371,0.8081096558133194,0.4738129668577613,0.12644287943840027,0.6278598308563232,0.47428676479344756,nan,0.4749175920307641,nan
47,valid,0.3065937224180767,0.6616327853620907,0.8742911916308034,0.26318457475896156,-0.03866251930594444,-0.06304683536291122,0.6385923062323654,nan,0.3650920734683331,nan
48,train,0.2625426316043353,0.4980394908738817,0.7964889336901746,0.4600849208356407,0.16545423865318298,0.598601222038269,0.4355078675822403,nan,0.4722823842600808,nan
48,valid,0.306592821808502,0.6616333961745564,0.8742904561018766,0.2631853967415352,-0.03866142779588699,-0.06304099410772324,0.6385948517200709,nan,0.36509324572964336,nan
49,train,0.2634945957219471,0.5083286101939931,0.8078219589092603,0.4671952378875615,0.14242953062057495,0.6236921548843384,0.4469692448289515,nan,0.47360432128919544,nan
49,valid,0.30659191494464366,0.661633998451751,0.8742897077924093,0.26318624021775694,-0.038660235702991486,-0.0630350261926651,0.6385973930912039,nan,0.365094419985899,nan
50,train,0.2611431439949141,0.5122419097475489,0.8318264115716654,0.46981474266447854,0.12127870321273804,0.6287958025932312,0.45986620453777083,nan,0.4762150377752753,nan
50,valid,0.30659100110963416,0.6616345868610741,0.8742889450479822,0.26318710902145587,-0.038658834993839264,-0.06302892416715622,0.6385999293017168,nan,0.36509559679790804,nan
1,train,0.3473478584270639,0.6662762211620649,0.8382333036565117,0.333509365131626,-0.08548948913812637,-0.035316675901412964,0.1855811043786822,nan,0.41954641657565434,nan
1,valid,0.30662580010775337,0.661598705202871,0.8743081786082282,0.2631682800656593,-0.03880758211016655,-0.06319638341665268,0.6384822740117145,nan,0.3650474624494238,nan
1,train,0.3395750956879149,0.5828829309300114,0.7412339651206454,0.2724934824595283,-0.026398571208119392,-0.17049306631088257,0.028540935795885475,nan,0.3287420299422654,nan
1,valid,0.32784209092163563,0.6807200784231646,0.922809857307343,0.32882939272600287,-0.01838829554617405,-0.05482318252325058,0.6134198064939658,nan,0.430197204717023,nan
2,train,0.3403092497237295,0.5160284473692606,0.6947623548442209,0.22983256568932028,0.07769511640071869,0.09252528101205826,-0.047122782947951906,nan,0.3212924230526179,nan
2,valid,0.3278344555649366,0.6807358367816622,0.9228103981619823,0.32882431069174217,-0.018395453691482544,-0.054803840816020966,0.613430775958186,nan,0.4302028361346786,nan
